date,type,category,description,amount
2024-02-16,expense,Salaries & Wages,Utilities bill,10326.96
2020-11-02,revenue,Service Revenue,Referral commission,16240.21
2021-04-12,expense,Professional Services (Legal/Accounting),Software license renewal,-8443.68
2021-10-25,expense,Software & Subscriptions,Google Ads campaign,12559.47
2023-09-10,revenue,Subscription Income,Retainer fee,6508.93
2020-07-04,expense,Other Expense,Travel & lodging,2373.78
2026-08-19,expense,Other Expense,Contractor payment,25.44
2021-03-21,expense,Other Expense,Google Ads campaign,"$14,237.51"
2023-06-29,revenue,cost of goods,Enterprise agreement,16996.34
2023-08-07,expense,Professional Services (Legal/Accounting),Office rent payment,2925.26
2023-12-09,revenue,Consulting / Retainers,Affiliate payout received,17016.83
2024-03-19,expense,Marketing & Advertising,Conference registration,11946.29
2022-06-08,expense,Cost of Goods Sold (COGS),Software license renewal,7950.95
2020-12-30,EXPENSE,Marketing & Advertising,Conference registration,3692.36
2025-08-11,revenue,Wholesale Revenue,  Referral commission  ,12291.74
2021-10-08,Revenue,Professional Services (Legal/Accounting),Equipment purchase,14522.46
2024-02-29,expense,Professional Services (Legal/Accounting),Accounting services,10351.69
2023-09-21,expense,Professional Services (Legal/Accounting),Accounting services,N/A
2022-09-03,expense,Salaries & Wages,Equipment purchase,10116.43
2022-04-05,revenue,Subscription Income,Product bundle sale,15126.06
2021-01-03,expense,,Legal retainer fee,5734.25
2024-08-07,Income,Product Sales,Wholesale shipment,12160.56
2025-02-03,expense,Professional Services (Legal/Accounting),Conference registration,"$8,050.13"
2021-09-07,expense,Professional Services (Legal/Accounting),Office rent payment,391.29
2020-01-14,expense,Salaries & Wages,Travel & lodging,11407.02
2026-12-03,expense,Marketing & Advertising,Travel & lodging,9175.64
2021-03-12,revenue,Consulting / Retainers,Q1 client invoice,
2021-05-24,expense,Marketing & Advertising,Printing & postage,
2022-11-22,Rev,Salaries & Wages,Accounting services,14148.58
2022-02-07,expense,Professional Services (Legal/Accounting),Equipment purchase,3948.97
2025-08-11,revenue,Wholesale Revenue,Monthly subscription charge,21158.12
2024-09-18,expense,Marketing & Advertising,,4052.39
2021-11-01,revenue,Subscription Income,,2280.69
2024-12-06,revenue,Wholesale Revenue,Online store order,(3407.77)
2022-02-16,expense,Other Expense,Printing & postage,1152.28
2025-11-14,revenue,Online / Digital Sales,Referral commission,11224.9
2020-11-03,expense,Salaries & Wages,Contractor payment,10484.81
2025-07-31,expense,Software & Subscriptions,Office supplies,(11242.53)
2024-01-21,revenue,Affiliate / Referral Revenue,Online store order,9782.99
2023-06-03,revenue,Product Sales,Wholesale shipment,11046.64
2025-02-08,revenue,Affiliate / Referral Revenue,Q1 client invoice,17940.01
2020-04-20,expense,Cost of Goods Sold (COGS),,13174.6
2021-01-09,revenue,Subscription,Referral commission,23022.69
2024-06-11,revenue,Affiliate / Referral Revenue,Q1 client invoice,5446.33
2023-01-17,expense,,Office supplies,13636.57
2018-03-23,revenue,Service Revenue,Project milestone payment,24472.66
2021-09-17,expense,Other Expense,Travel & lodging,5150.89
2020-04-30,expense,Rent / Office Space,Printing & postage,2931.68
2021-12-01,EXPENSE,Marketing & Advertising,Accounting services,13672.22
2024-02-03,expense,Software & Subscriptions,Conference registration,8104.11
2023-06-13,Income,Rent / Office Space,Office rent payment,6843.94
2025-04-01,expense,Professional Services (Legal/Accounting),Office rent payment,8796.68
2022-03-19,expense,Other Expense,Monthly payroll,10447.84
2024-08-07,revenue,Affiliate / Referral Revenue,Digital download sale,14850.1
"Sep 10, 2020",revenue,Wholesale Revenue,Retainer fee,10085.65
2022-06-03,expense,Marketing & Advertising,Google Ads campaign,(9638.25)
2020-01-22,revenue,Subscription Income,Wholesale shipment,8525.79
2020-11-05,revenue,Affiliate / Referral Revenue,Q1 client invoice,(12349.91)
2020-11-04,revenue,Wholesale Revenue,Service contract payment,20104.43
2024-03-05,revenue,Subscription Income,Service contract payment,N/A
2024-05-23,revenue,Subscription Income,Online store order,18295.29
2020-01-05,revenue,Online / Digital Sales,Q1 client invoice,20438.85
2027-06-06,revenue,Other Revenue,Product bundle sale,5726.22
2020-01-01,revenue,Subscription Income,Project milestone payment,N/A
2020-01-01,revenue,Subscription Income,Project milestone payment,N/A
2020-12-13,expense,Other Expense,Insurance premium,14114.36
2020-03-31,revenue,Consulting / Retainers,Referral commission,"$24,849.98"
2025-07-15,revenue,,Affiliate payout received,1405.46
2025-12-25,revenue,rent,Consulting engagement,3790.21
2020-01-10,revenue,COGS,Wholesale shipment,19681.54
2023-04-18,revenue,Other Revenue,Annual subscription,7069.65
2022-11-12,revenue,Affiliate / Referral Revenue,Enterprise agreement,10320.07
2019-11-29,expense,Professional Services (Legal/Accounting),Insurance premium,14412.5
2025-09-03,expense,Salaries & Wages,Software license renewal,203.61
2020-06-20,revenue,Subscription Income,License renewal,8157.41
2018-07-01,revenue,Service Revenue,License renewal,20164.23
2023-06-02,expense,Software & Subscriptions,Office supplies,14887.31
2021-07-26,expense,Software & Subscriptions,Utilities bill,-2064.35
2022-06-02,expense,Software & Subscriptions,AWS hosting bill,12298.49
2024-12-20,expense,Professional Services (Legal/Accounting),Conference registration,12094.87
2020-10-20,revenue,Subscription Income,,22921.66
2021-07-11,expense,Wages,Equipment purchase,8339.27
2023-10-22,expense,Software & Subscriptions,Google Ads campaign,TBD
2022-01-25,revenue,Subscription Income,Consulting engagement,8492.65
2027-09-17,expense,Marketing & Advertising,Utilities bill,13152.16
2025-11-18,revenue,Subscription Income,Wholesale shipment,16690.76
2024-12-25,expense,Rent / Office Space,Monthly payroll,-2535.26
2024-02-09,expense,Salaries & Wages,Insurance premium,2841.39
2025-09-23,revenue,Service Revenue,License renewal,16570.81
2025-11-11,revenue,,Q1 client invoice,6032.95
2020-07-08,revenue,Online / Digital Sales,Monthly subscription charge,-8849.66
2022-07-25,revenue,,Online store order,9642.48
2022-12-14,expense,Other Expense,Accounting services,3325.53
2025-09-09,expense,Salaries & Wages,,11637.04
2025-03-23,expense,Salaries & Wages,Printing & postage,7851.2
2026-08-21,expense,Professional Services (Legal/Accounting),Monthly payroll,145.89
2024-11-29,revenue,Subscription Income,Retainer fee,"$6,752.52"
2021-05-30,expense,Marketing & Advertising,Accounting services,3799.81
2022-12-29,revenue,Wholesale Revenue,,2104.57
2024-08-20,expense,,Accounting services,6994.21
2017-10-28,revenue,Product Sales,Annual subscription,8851.03
05/24/2021,expense,Cost of Goods Sold (COGS),Equipment purchase,12005.86
2024-04-06,expense,Other Expense,,2635.87
2021-01-17,revenue,Online / Digital Sales,Monthly subscription charge,24560.66
2021-01-17,revenue,Online / Digital Sales,Monthly subscription charge,24560.66
2023-01-07,expense,Salaries & Wages,Monthly payroll,11820.19
2022-01-24,expense,Cost of Goods Sold (COGS),Office rent payment,-6377.52
2023-02-14,expense,Rent / Office Space,Insurance premium,(1383.93)
2021-09-14,expense,Other Expense,Office supplies,4313.14
2023-12-02,expense,Professional Services (Legal/Accounting),Accounting services,"$14,457.14"
2019-02-20,revenue,Consulting / Retainers,Enterprise agreement,13097.03
2024-02-12,expense,Other Expense,Equipment purchase,6053.87
2023-06-19,expense,Other Expense,Insurance premium,7799.1
2021-02-26,expense,Marketing & Advertising,Contractor payment,10482.02
2022-03-04,expense,Rent / Office Space,Conference registration,3591.83
2024-06-16,revenue,Consulting / Retainers,Annual subscription,23286.39
2025-11-24,EXPENSE,Rent / Office Space,Travel & lodging,12626.45
2020-11-09,expense,Marketing & Advertising,Software license renewal,
2021-07-21,expense,Salaries & Wages,Contractor payment,12325.75
2024-07-21,expense,Other Expense,Accounting services,615.24
2021-01-15,expense,Marketing & Advertising,Printing & postage,14350.65
2022-01-18,REVENUE,Subscription Income,Enterprise agreement,24385.69
2023-08-23,expense,Marketing & Advertising,Travel & lodging,(1408.83)
2024-04-28,EXPENSE,Wholesale Revenue,Referral commission,15382.73
2024-11-03,expense,rent,Monthly payroll,4548.11
2022-09-18,Costs,Consulting / Retainers,Affiliate payout received,7878.99
2022-10-13,expense,advertising,AWS hosting bill,10038.24
2023-08-17,revenue,Service Revenue,Retainer fee,7090.87
2022-02-18,revenue,Service Revenue,Retainer fee,-8222.15
2022-12-27,revenue,product sales,Retainer fee,21301.74
2021-09-03,revenue,Service Revenue,Service contract payment,22182.21
2023-07-03,revenue,Online / Digital Sales,Enterprise agreement,18791.48
2022-09-30,expense,Software & Subscriptions,Insurance premium,5530.74
2018-06-09,expense,Professional Services (Legal/Accounting),AWS hosting bill,8467.89
2023-07-13,expense,Marketing & Advertising,Accounting services,-6377.78
2022-08-17,expense,Other Expense,Legal retainer fee,10725.9
2024-05-05,expense,Marketing & Advertising,Legal retainer fee,2813.44
2020-03-27,revenue,Service Revenue,Wholesale shipment,3228.37
2023-10-25,expense,Rent / Office Space,Legal retainer fee,(11119.63)
2021-01-20,revenue,Affiliate / Referral Revenue,Affiliate payout received,24650.27
2024-03-15,revenue,Subscription Income,Referral commission,10096.49
2023-07-10,revenue,Online / Digital Sales,License renewal,17887.28
2024-06-19,expense,Software & Subscriptions,Conference registration,13128.24
2021-04-24,revenue,Online / Digital Sales,Wholesale shipment,23995.68
2020-03-29,revenue,Other Revenue,Wholesale shipment,3536.93
2024-03-26,revenue,Wholesale Revenue,Affiliate payout received,13297.35
2020-07-04,expense,Software & Subscriptions,Accounting services,5502.24
2021-06-15,revenue,Subscription Income,License renewal,9641.36
2025-10-05,expense,rent,Insurance premium,5278.6
2023-09-13,revenue,Other Revenue,License renewal,-2117.8
2022-12-05,expense,Other Expense,Printing & postage,2021.12
2021-06-28,revenue,Other Revenue,Enterprise agreement,21099.83
2025-02-27,revenue,Online / Digital Sales,Service contract payment,-5292.86
2024-09-25,expense,Software & Subscriptions,Conference registration,1275.67
2023-07-21,expense,Service,Conference registration,12263.88
2026-07-23,expense,Professional Services (Legal/Accounting),Contractor payment,8144.36
2020-10-08,expense,Other Expense,Office supplies,2778.72
2021-06-02,expense,Marketing & Advertising,Equipment purchase,5529.6
2022-01-05,Costs,Other Revenue,License renewal,8656.58
2021-05-16,revenue,Affiliate / Referral Revenue,Enterprise agreement,-23615.96
2021-05-16,revenue,Affiliate / Referral Revenue,Enterprise agreement,-23615.96
2024-05-03,revenue,Product Sales,Monthly subscription charge,(18894.30)
2022-08-12,revenue,Wholesale Revenue,License renewal,13299.28
2023-11-02,revenue,Other Revenue,Product bundle sale,20070.76
2024-04-04,debit,Affiliate / Referral Revenue,Affiliate payout received,24291.75
2024-03-23,expense,Rent / Office Space,Legal retainer fee,2861.0
2026-10-01,revenue,Service Revenue,Wholesale shipment,12463.22
2021-07-23,revenue,Product Sales,Monthly subscription charge,196.13
2020-06-14,expense,Cost of Goods Sold (COGS),Travel & lodging,10488.29
2023-08-14,expense,Salaries & Wages,Software license renewal,10666.93
2020-06-01,revenue,Subscription Income,Consulting engagement,13404.88
2020-12-27,revenue,Consulting / Retainers,Project milestone payment,22100.08
27/12/2020,expense,Rent / Office Space,Utilities bill,9373.39
2022-10-22,expense,Professional Services (Legal/Accounting),Contractor payment,2587.9
2022-06-16,EXPENSE,Marketing & Advertising,AWS hosting bill,11120.82
2025-06-29,revenue,Other Revenue,Wholesale shipment,N/A
2024-06-30,expense,Software & Subscriptions,Office supplies,"$1,166.91"
2022-07-25,expense,Software & Subscriptions,Utilities bill,14606.25
2020-03-13,expense,Marketing & Advertising,Legal retainer fee,(14305.68)
2022-09-12,revenue,Product Sales,Consulting engagement,18273.49
2025-04-19,revenue,Service Revenue,Retainer fee,19071.74
2025-01-09,revenue,Affiliate / Referral Revenue,Retainer fee,$831.01
2022-01-06,revenue,Other Revenue,  Referral commission  ,21782.75
2024-10-23,expense,Software & Subscriptions,Accounting services,5227.7
2022-07-04,revenue,Product Sales,Annual subscription,"$8,004.43"
2020-06-26,revenue,Service Revenue,Monthly subscription charge,16996.5
2025-12-17,expense,Cost of Goods Sold (COGS),Equipment purchase,11563.8
2025-03-04,expense,Rent / Office Space,Google Ads campaign,12285.99
2021-06-03,expense,Professional Services (Legal/Accounting),Software license renewal,5694.68
2021-01-03,expense,Software & Subscriptions,Conference registration,14471.46
2020-04-23,expense,Salaries & Wages,Monthly payroll,4948.73
2023-02-21,expense,Software & Subscriptions,Utilities bill,4352.57
2023-04-06,REVENUE,Other Revenue,Monthly subscription charge,20296.55
2022-07-05,revenue,Consulting / Retainers,Project milestone payment,18584.54
2021-10-19,expense,Other Expense,Equipment purchase,14840.72
2022-02-06,expense,Salaries & Wages,Monthly payroll,287.86
2019-03-05,expense,Other Expense,Utilities bill,11758.79
2021-10-08,expense,Other Expense,AWS hosting bill,$815.25
2024-12-06,Revenue,Professional Services (Legal/Accounting),Software license renewal,5577.13
2022-02-18,expense,Rent / Office Space,,9515.99
"Sep 25, 2022",expense,Other Expense,Google Ads campaign,14962.21
2021/11/21,revenue,Online / Digital Sales,Enterprise agreement,8769.74
2021-09-21,expense,Rent / Office Space,Software license renewal,(10572.88)
2022-06-04,revenue,,Product bundle sale,8372.65
2024-11-09,EXPENSE,Other Expense,AWS hosting bill,2062.28
2025-04-15,Costs,Salaries & Wages,Office supplies,12311.59
2022-01-11,revenue,Service Revenue,Annual subscription,22611.9
2019-02-12,revenue,Wholesale Revenue,Referral commission,17071.31
2027-08-24,expense,Salaries & Wages,Office rent payment,7419.34
2015-03-13,revenue,Subscription Income,License renewal,24408.23
2023-01-23,expense,,Printing & postage,13501.77
2023-04-03,revenue,Product Sales,Project milestone payment,"$9,383.80"
2025-02-03,revenue,Service Revenue,Consulting engagement,5110.43
2023-07-29,expense,Marketing & Advertising,Insurance premium,5081.22
2020-12-11,revenue,Affiliate / Referral Revenue,Q1 client invoice,11045.86
2021-01-02,expense,Salaries & Wages,Accounting services,2082.72
2020/07/04,revenue,Other Revenue,Referral commission,12263.67
2024-01-25,revenue,Other Revenue,Monthly subscription charge,4278.86
2020-12-31,expense,Salaries & Wages,Equipment purchase,-11712.42
2023-08-28,revenue,Other Revenue,,9146.69
2022-02-20,Costs,Rent / Office Space,Legal retainer fee,7391.9
2023-12-30,expense,Professional Services (Legal/Accounting),Accounting services,1373.45
2023-10-28,expense,Other Expense,Utilities bill,13180.36
2022-02-07,expense,Marketing & Advertising,Accounting services,5842.43
2025-05-12,revenue,Consulting,Project milestone payment,2813.63
2024-02-03,EXPENSE,Software & Subscriptions,Monthly payroll,12149.47
2022-12-11,expense,Rent / Office Space,Utilities bill,"$7,370.45"
